UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
4879,3,700,20,9,82,184,1,19805,2017-11-15,30721,31703,2132,AA,BOS,"Boston, MA",MA,LGA,"New York, NY",NY,,-10
4880,5,545,7,3,72,496,2,19393,2017-11-10,30615,33214,1732,WN,ELP,"El Paso, TX",TX,SAT,"San Antonio, TX",TX,,-11
4882,3,1950,11,7,124,757,4,19790,2017-11-22,33105,31454,2899,DL,CVG,"Cincinnati, OH",KY,MCO,"Orlando, FL",FL,,-8
4883,6,1020,14,4,279,"1,846",8,19805,2017-11-11,30977,32457,1622,AA,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,,-14
4884,4,800,10,3,57,328,2,19393,2017-11-23,30466,30140,283,WN,PHX,"Phoenix, AZ",AZ,ABQ,"Albuquerque, NM",NM,,-12
4885,2,950,13,8,71,200,1,19977,2017-11-21,30721,31703,1928,UA,BOS,"Boston, MA",MA,EWR,"Newark, NJ",NJ,,-14
4886,4,1325,18,6,134,719,3,19977,2017-11-23,31703,30977,1258,UA,EWR,"Newark, NJ",NJ,ORD,"Chicago, IL",IL,,-19
4887,2,1210,13,5,70,311,2,20304,2017-11-14,33485,31295,4833,OO,MSN,"Madison, WI",WI,DTW,"Detroit, MI",MI,,-12
4888,5,1235,15,7,147,"1,046",5,19393,2017-11-17,32467,34819,5232,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,,-8
4889,2,2000,22,9,272,"1,576",7,20436,2017-11-21,34100,34819,1042,F9,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,,24
4890,4,1136,16,11,148,759,4,20409,2017-11-09,30852,31454,823,B6,DCA,"Washington, DC",VA,MCO,"Orlando, FL",FL,,1
4891,3,1420,18,13,116,581,3,19790,2017-11-15,32467,30397,1827,DL,FLL,"Fort Lauderdale, FL",FL,ATL,"Atlanta, GA",GA,,-2
4892,2,1945,11,5,117,762,4,19393,2017-11-21,30397,31703,5727,WN,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,-13
4893,6,1415,24,5,132,678,3,19977,2017-11-18,30977,34100,664,UA,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,,0
4894,1,1410,24,3,101,528,3,20304,2017-11-06,30977,34711,5373,OO,ORD,"Chicago, IL",IL,SCE,"State College, PA",PA,,-13
4895,4,615,17,5,95,395,2,19393,2017-11-09,30693,30977,1745,WN,BNA,"Nashville, TN",TN,MDW,"Chicago, IL",IL,,3
4896,6,1240,28,4,184,"1,166",5,19393,2017-11-25,32467,30977,4773,WN,FLL,"Fort Lauderdale, FL",FL,MDW,"Chicago, IL",IL,,14
4897,1,1430,10,6,104,669,3,19790,2017-11-27,33342,30397,2596,DL,MKE,"Milwaukee, WI",WI,ATL,"Atlanta, GA",GA,,-19
4898,3,1359,14,4,126,721,3,19790,2017-11-08,30397,30194,2055,DL,ATL,"Atlanta, GA",GA,DAL,"Dallas, TX",TX,,-13
4899,5,1620,12,9,127,746,3,19790,2017-11-24,31703,30397,2929,DL,EWR,"Newark, NJ",NJ,ATL,"Atlanta, GA",GA,,-25
4900,3,1230,18,9,128,733,3,19805,2017-11-15,30194,33044,2620,AA,DFW,"Dallas/Fort Worth, TX",TX,SDF,"Louisville, KY",KY,,4
4901,7,525,16,4,190,"1,237",5,20409,2017-11-12,30721,32467,269,B6,BOS,"Boston, MA",MA,FLL,"Fort Lauderdale, FL",FL,,-7
4902,3,843,14,9,111,628,3,19977,2017-11-08,32211,30325,481,UA,LAS,"Las Vegas, NV",NV,DEN,"Denver, CO",CO,,-16
4903,3,747,23,6,87,349,2,20304,2017-11-29,30325,30140,5878,OO,DEN,"Denver, CO",CO,ABQ,"Albuquerque, NM",NM,,-1
4904,7,630,13,7,148,927,4,20416,2017-11-12,30647,33195,177,NK,CLE,"Cleveland, OH",OH,TPA,"Tampa, FL",FL,,-17
4905,1,950,13,3,61,261,2,19930,2017-11-27,30299,31517,692,AS,ANC,"Anchorage, AK",AK,FAI,"Fairbanks, AK",AK,,-9
4906,1,715,14,7,91,448,2,20366,2017-11-13,30781,30397,5534,EV,BTR,"Baton Rouge, LA",LA,ATL,"Atlanta, GA",GA,,-16
4907,6,1345,11,4,57,271,2,19393,2017-11-11,30977,33044,4055,WN,MDW,"Chicago, IL",IL,SDF,"Louisville, KY",KY,,-16
4908,5,1920,15,4,137,836,4,19977,2017-11-17,30325,31884,255,UA,DEN,"Denver, CO",CO,GEG,"Spokane, WA",WA,,-10
4909,3,905,25,4,504,"3,784",11,19805,2017-11-08,30194,32134,123,AA,DFW,"Dallas/Fort Worth, TX",TX,HNL,"Honolulu, HI",HI,,-10
4910,2,740,12,11,87,416,2,20304,2017-11-21,33316,30977,5768,OO,OMA,"Omaha, NE",NE,ORD,"Chicago, IL",IL,,-18
4911,4,1805,17,8,213,"1,379",6,19977,2017-11-02,31453,32575,832,UA,IAH,"Houston, TX",TX,LAX,"Los Angeles, CA",CA,,1
4912,1,1750,17,7,159,"1,008",5,19790,2017-11-13,31650,31703,2810,DL,MSP,"Minneapolis, MN",MN,EWR,"Newark, NJ",NJ,,-25
4913,2,1425,13,10,64,190,1,19805,2017-11-14,30423,30194,2222,AA,AUS,"Austin, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,-8
4914,7,933,13,9,83,453,2,19790,2017-11-12,32600,30397,1913,DL,LIT,"Little Rock, AR",AR,ATL,"Atlanta, GA",GA,,-10
4915,5,1809,13,8,77,361,2,19805,2017-11-24,31057,30852,2018,AA,CLT,"Charlotte, NC",NC,BWI,"Baltimore, MD",MD,,-18
4916,3,1145,15,8,170,"1,032",5,19805,2017-11-15,31057,30423,1738,AA,CLT,"Charlotte, NC",NC,AUS,"Austin, TX",TX,,-25
4917,5,600,11,9,90,324,2,20366,2017-11-03,32945,30977,3931,EV,LEX,"Lexington, KY",KY,ORD,"Chicago, IL",IL,,-1
4918,2,1240,17,8,220,"1,747",7,19790,2017-11-28,32211,30397,1305,DL,LAS,"Las Vegas, NV",NV,ATL,"Atlanta, GA",GA,,-13
4919,4,1500,15,4,113,733,3,19977,2017-11-30,30977,31703,1642,UA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,-6
4920,1,1100,38,10,208,"1,464",6,19977,2017-11-20,32457,30194,294,UA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-7
4921,2,1812,11,6,83,417,2,20304,2017-11-14,33570,32457,3407,OO,SAN,"San Diego, CA",CA,SJC,"San Jose, CA",CA,,-22
4922,6,1540,12,4,164,745,3,19393,2017-11-18,30994,30977,6941,WN,CHS,"Charleston, SC",SC,MDW,"Chicago, IL",IL,,32
4923,3,1210,7,4,75,396,2,20409,2017-11-15,30792,30721,806,B6,BUF,"Buffalo, NY",NY,BOS,"Boston, MA",MA,,-13
4924,2,1240,12,3,80,377,2,19393,2017-11-28,30721,30852,513,WN,MHT,"Manchester, NH",NH,BWI,"Baltimore, MD",MD,,-14
4925,5,825,28,8,132,657,3,20304,2017-11-24,30693,31453,5300,OO,BNA,"Nashville, TN",TN,IAH,"Houston, TX",TX,,-26
4926,5,645,25,8,158,899,4,20409,2017-11-03,30852,32467,1279,B6,DCA,"Washington, DC",VA,FLL,"Fort Lauderdale, FL",FL,,-5
4928,5,700,22,23,238,"1,726",7,19805,2017-11-03,32575,30977,2609,AA,SNA,"Santa Ana, CA",CA,ORD,"Chicago, IL",IL,,-14
4929,1,1440,9,4,149,"1,050",5,19393,2017-11-06,31454,30529,1948,WN,MCO,"Orlando, FL",FL,BDL,"Hartford, CT",CT,,32
4931,2,1059,8,9,69,200,1,19977,2017-11-14,30721,31703,2394,UA,BOS,"Boston, MA",MA,EWR,"Newark, NJ",NJ,,-21
4932,1,1115,11,5,62,228,1,19393,2017-11-20,31295,30977,153,WN,DTW,"Detroit, MI",MI,MDW,"Chicago, IL",IL,,-9
4933,4,1915,21,4,233,"1,506",7,19393,2017-11-02,33195,30325,1291,WN,TPA,"Tampa, FL",FL,DEN,"Denver, CO",CO,,3
4935,5,2155,21,5,130,680,3,20409,2017-11-17,32467,34492,2626,B6,FLL,"Fort Lauderdale, FL",FL,RDU,"Raleigh/Durham, NC",NC,,27
4936,1,1110,17,3,176,"1,076",5,19790,2017-11-20,31703,32467,1131,DL,LGA,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,,-10
4937,3,1314,12,8,238,"1,521",7,19790,2017-11-22,30423,31703,446,DL,AUS,"Austin, TX",TX,JFK,"New York, NY",NY,,5
4938,3,1220,7,6,121,861,4,19805,2017-11-01,30194,31267,2668,AA,DFW,"Dallas/Fort Worth, TX",TX,DAY,"Dayton, OH",OH,,-15
4939,5,1644,23,5,104,507,3,19805,2017-11-24,31057,33195,631,AA,CLT,"Charlotte, NC",NC,TPA,"Tampa, FL",FL,,-2
4940,4,1355,27,5,72,196,1,20304,2017-11-09,30977,31003,5524,OO,ORD,"Chicago, IL",IL,CID,"Cedar Rapids/Iowa City, IA",IA,,-9
4941,6,1929,21,8,253,"1,626",7,19790,2017-11-25,31703,30325,2850,DL,JFK,"New York, NY",NY,DEN,"Denver, CO",CO,,-40
4942,2,1910,18,20,166,954,4,19790,2017-11-28,30559,32575,1964,DL,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,,1
4943,1,1440,18,11,161,937,4,19977,2017-11-13,31703,31454,730,UA,EWR,"Newark, NJ",NJ,MCO,"Orlando, FL",FL,,-10
4944,1,1755,16,10,79,265,2,20304,2017-11-13,33105,30977,4502,OO,CVG,"Cincinnati, OH",KY,ORD,"Chicago, IL",IL,,11
4945,4,1900,11,3,92,584,3,19393,2017-11-02,32457,34614,4656,WN,SJC,"San Jose, CA",CA,SLC,"Salt Lake City, UT",UT,,-9
4946,4,620,9,22,64,108,1,20366,2017-11-16,33485,30977,3916,EV,MSN,"Madison, WI",WI,ORD,"Chicago, IL",IL,,-1
4947,2,1154,9,3,74,503,3,19930,2017-11-14,30107,31517,55,AS,BRW,"Barrow, AK",AK,FAI,"Fairbanks, AK",AK,,-24
4948,2,1249,16,8,152,794,4,20304,2017-11-14,33214,30325,5658,OO,SAT,"San Antonio, TX",TX,DEN,"Denver, CO",CO,,0
4950,3,825,9,10,130,697,3,19930,2017-11-01,32457,30559,327,AS,SJC,"San Jose, CA",CA,SEA,"Seattle, WA",WA,,-17
4951,6,835,9,34,214,"1,242",5,19805,2017-11-11,30423,32575,1196,AA,AUS,"Austin, TX",TX,LAX,"Los Angeles, CA",CA,,-9
4952,7,1331,12,25,314,"2,504",11,19977,2017-11-19,32758,32575,1205,UA,KOA,"Kona, HI",HI,LAX,"Los Angeles, CA",CA,,-13
4953,5,1600,10,2,151,"1,075",5,19393,2017-11-03,33195,33342,841,WN,TPA,"Tampa, FL",FL,MKE,"Milwaukee, WI",WI,,-17
4954,3,650,11,5,91,602,3,19977,2017-11-29,30466,30325,1545,UA,PHX,"Phoenix, AZ",AZ,DEN,"Denver, CO",CO,,-26
4955,5,725,10,9,143,926,4,19790,2017-11-10,33495,31295,550,DL,MSY,"New Orleans, LA",LA,DTW,"Detroit, MI",MI,,-19
4956,4,1710,12,2,125,842,4,19393,2017-11-09,33195,30852,232,WN,TPA,"Tampa, FL",FL,BWI,"Baltimore, MD",MD,,25
4957,4,2035,11,7,137,925,4,20416,2017-11-16,32467,30852,240,NK,FLL,"Fort Lauderdale, FL",FL,BWI,"Baltimore, MD",MD,,-15
4958,6,730,12,6,202,"1,200",5,20436,2017-11-18,30721,31714,985,F9,PVD,"Providence, RI",RI,RSW,"Fort Myers, FL",FL,,-1
4959,3,2320,14,5,53,224,1,19930,2017-11-29,30559,31884,698,AS,SEA,"Seattle, WA",WA,GEG,"Spokane, WA",WA,,-2
4960,2,1100,18,6,92,315,2,19977,2017-11-07,30647,30977,785,UA,CLE,"Cleveland, OH",OH,ORD,"Chicago, IL",IL,,1
4961,3,2125,13,9,106,689,3,20304,2017-11-01,31453,30397,5730,OO,IAH,"Houston, TX",TX,ATL,"Atlanta, GA",GA,,-19
4962,1,1025,13,5,81,326,2,19977,2017-11-27,30529,30852,716,UA,BDL,"Hartford, CT",CT,IAD,"Washington, DC",VA,,1
4963,3,1254,8,5,47,188,1,20304,2017-11-29,32280,34614,4619,OO,IDA,"Idaho Falls, ID",ID,SLC,"Salt Lake City, UT",UT,,-32
4964,5,1549,13,5,89,502,3,19790,2017-11-10,31295,31703,582,DL,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,,-15
4965,1,825,10,3,127,957,4,19393,2017-11-27,32457,30325,100,WN,OAK,"Oakland, CA",CA,DEN,"Denver, CO",CO,,-14
4966,4,930,49,8,328,"2,583",11,21171,2017-11-16,32457,32467,1340,VX,SFO,"San Francisco, CA",CA,FLL,"Fort Lauderdale, FL",FL,,8
4967,2,1050,13,3,50,147,1,20304,2017-11-21,30397,33277,4984,OO,ATL,"Atlanta, GA",GA,MGM,"Montgomery, AL",AL,,-12
4968,7,1202,12,6,74,321,2,19790,2017-11-19,33044,30397,1302,DL,SDF,"Louisville, KY",KY,ATL,"Atlanta, GA",GA,,-18
4969,2,1405,12,3,129,862,4,19977,2017-11-21,30325,31453,1828,UA,DEN,"Denver, CO",CO,IAH,"Houston, TX",TX,,-15
4970,2,1110,13,2,80,447,2,19393,2017-11-14,32457,33570,1438,WN,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,,11
4971,5,600,26,5,260,"2,139",9,19790,2017-11-10,32457,30397,62,DL,SFO,"San Francisco, CA",CA,ATL,"Atlanta, GA",GA,,-9
4972,4,1110,21,4,221,"1,313",6,19805,2017-11-09,30194,31638,2533,AA,DFW,"Dallas/Fort Worth, TX",TX,FAT,"Fresno, CA",CA,,-1
4973,7,1750,9,6,181,"1,363",6,19790,2017-11-19,32575,33198,2761,DL,LAX,"Los Angeles, CA",CA,MCI,"Kansas City, MO",MO,,-24
4974,4,1159,16,8,214,"1,337",6,19805,2017-11-30,31057,30325,1831,AA,CLT,"Charlotte, NC",NC,DEN,"Denver, CO",CO,,-26
4975,2,1615,10,6,123,814,4,19393,2017-11-14,33195,30852,5721,WN,TPA,"Tampa, FL",FL,DCA,"Washington, DC",VA,,-3
4976,7,2005,10,3,160,998,4,19393,2017-11-12,30852,33495,3298,WN,BWI,"Baltimore, MD",MD,MSY,"New Orleans, LA",LA,,41
4977,2,925,8,5,33,102,1,19690,2017-11-14,32982,32134,274,HA,LIH,"Lihue, HI",HI,HNL,"Honolulu, HI",HI,,-8
4978,5,1445,14,7,129,854,4,19977,2017-11-03,31453,31454,1644,UA,IAH,"Houston, TX",TX,MCO,"Orlando, FL",FL,,-4
4979,2,1515,16,9,263,"2,182",9,19790,2017-11-07,30559,30397,1232,DL,SEA,"Seattle, WA",WA,ATL,"Atlanta, GA",GA,,-10
4981,4,1835,20,4,108,590,3,20304,2017-11-30,32575,34614,3152,OO,LAX,"Los Angeles, CA",CA,SLC,"Salt Lake City, UT",UT,,-6
4982,4,1940,67,3,210,"1,005",5,19790,2017-11-09,31703,33195,2,DL,JFK,"New York, NY",NY,TPA,"Tampa, FL",FL,,18
4983,4,2220,10,5,293,"2,615",11,19790,2017-11-09,32982,32575,1382,DL,LIH,"Lihue, HI",HI,LAX,"Los Angeles, CA",CA,,-48
4986,2,1630,17,7,183,"1,306",6,20436,2017-11-07,31650,33195,1238,F9,MSP,"Minneapolis, MN",MN,TPA,"Tampa, FL",FL,,-13
4987,6,700,18,10,121,650,3,19805,2017-11-25,31057,32467,1877,AA,CLT,"Charlotte, NC",NC,MIA,"Miami, FL",FL,,-7
4988,1,1230,21,5,170,"1,076",5,20416,2017-11-27,31703,32467,197,NK,LGA,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,,-18
4989,4,950,18,7,103,574,3,20304,2017-11-30,31650,31267,4496,OO,MSP,"Minneapolis, MN",MN,DAY,"Dayton, OH",OH,,-26
4990,3,655,23,4,315,"2,434",10,19977,2017-11-08,32575,31703,1923,UA,SNA,"Santa Ana, CA",CA,EWR,"Newark, NJ",NJ,,-3
4991,2,1140,16,5,75,301,2,20409,2017-11-28,31703,30792,702,B6,JFK,"New York, NY",NY,BUF,"Buffalo, NY",NY,,-9
4992,4,1905,10,3,114,644,3,19805,2017-11-02,30529,31057,2030,AA,BDL,"Hartford, CT",CT,CLT,"Charlotte, NC",NC,,-14
4993,4,757,12,6,85,416,2,20366,2017-11-16,30647,34492,5389,EV,CLE,"Cleveland, OH",OH,RDU,"Raleigh/Durham, NC",NC,,-12
4994,5,830,12,5,75,407,2,19393,2017-11-24,32457,32211,1340,WN,OAK,"Oakland, CA",CA,LAS,"Las Vegas, NV",NV,,-11
4995,4,821,22,6,61,152,1,20366,2017-11-09,30397,35412,5494,EV,ATL,"Atlanta, GA",GA,TYS,"Knoxville, TN",TN,,-3
4996,7,1735,24,5,302,"2,565",11,19977,2017-11-26,32457,31703,441,UA,SFO,"San Francisco, CA",CA,EWR,"Newark, NJ",NJ,,86
4997,1,515,10,6,91,551,3,19393,2017-11-06,33495,31454,1236,WN,MSY,"New Orleans, LA",LA,MCO,"Orlando, FL",FL,,-10
4998,3,1154,16,5,119,837,4,20366,2017-11-08,31453,31871,4345,EV,IAH,"Houston, TX",TX,GSP,"Greer, SC",SC,,-22
4999,4,1515,11,5,139,"1,009",5,19393,2017-11-23,34057,30466,5656,WN,PDX,"Portland, OR",OR,PHX,"Phoenix, AZ",AZ,,-4
5000,4,1100,13,3,57,196,1,19790,2017-11-02,31775,31650,2545,DL,FSD,"Sioux Falls, SD",SD,MSP,"Minneapolis, MN",MN,,-11
5001,1,1004,13,13,201,"1,464",6,19805,2017-11-27,32457,30194,159,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-9
5002,2,942,8,4,96,620,3,19790,2017-11-21,30397,32070,1235,DL,ATL,"Atlanta, GA",GA,MDT,"Harrisburg, PA",PA,,-15
5003,5,1915,13,7,311,"2,174",9,19805,2017-11-10,32467,32211,325,AA,MIA,"Miami, FL",FL,LAS,"Las Vegas, NV",NV,,-23
5004,2,705,15,5,163,"1,076",5,19790,2017-11-07,32467,31703,1428,DL,FLL,"Fort Lauderdale, FL",FL,LGA,"New York, NY",NY,,-28
5005,2,1820,7,2,67,358,2,19393,2017-11-28,33192,32575,6359,WN,SMF,"Sacramento, CA",CA,BUR,"Burbank, CA",CA,,-4
5006,3,1140,30,7,93,246,1,20366,2017-11-15,31703,34576,3886,EV,EWR,"Newark, NJ",NJ,ROC,"Rochester, NY",NY,,2
5007,1,840,26,10,199,"1,250",6,20304,2017-11-20,34614,30977,5677,OO,SLC,"Salt Lake City, UT",UT,ORD,"Chicago, IL",IL,,-15
5008,7,855,13,4,58,226,1,19393,2017-11-12,32211,32575,5599,WN,LAS,"Las Vegas, NV",NV,SNA,"Santa Ana, CA",CA,,0
5010,3,1925,10,3,107,640,3,19790,2017-11-15,30397,31986,2915,DL,ATL,"Atlanta, GA",GA,GRR,"Grand Rapids, MI",MI,,-18
5011,4,1919,22,2,52,140,1,20366,2017-11-09,30194,32891,2824,EV,DFW,"Dallas/Fort Worth, TX",TX,LAW,"Lawton/Fort Sill, OK",OK,,-9
5012,7,1525,8,5,112,620,3,20304,2017-11-05,34252,32457,5175,OO,PSC,"Pasco/Kennewick/Richland, WA",WA,SFO,"San Francisco, CA",CA,,-17
5013,2,2222,14,6,258,"2,218",9,20409,2017-11-07,32575,31454,132,B6,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,,-19
5014,6,1555,20,3,265,"1,671",7,19790,2017-11-11,31295,30466,700,DL,DTW,"Detroit, MI",MI,PHX,"Phoenix, AZ",AZ,,-6
5016,5,1620,7,4,94,677,3,19393,2017-11-24,32575,30140,3759,WN,LAX,"Los Angeles, CA",CA,ABQ,"Albuquerque, NM",NM,,-11
5017,7,650,14,22,352,"2,342",10,21171,2017-11-19,32467,32575,1321,VX,FLL,"Fort Lauderdale, FL",FL,LAX,"Los Angeles, CA",CA,,-9
5018,5,1650,18,24,422,"2,704",11,19790,2017-11-24,30721,32457,2566,DL,BOS,"Boston, MA",MA,SFO,"San Francisco, CA",CA,,170
5020,2,1056,11,6,46,163,1,19690,2017-11-28,32758,32134,197,HA,KOA,"Kona, HI",HI,HNL,"Honolulu, HI",HI,,-6
5021,4,1550,15,6,78,337,2,19805,2017-11-30,34492,34100,1999,AA,RDU,"Raleigh/Durham, NC",NC,PHL,"Philadelphia, PA",PA,,-17
5022,4,2045,20,2,52,119,1,20304,2017-11-16,31650,33076,4296,OO,MSP,"Minneapolis, MN",MN,LSE,"La Crosse, WI",WI,,-8
5023,2,1826,11,6,98,599,3,19805,2017-11-14,30977,31057,1330,AA,ORD,"Chicago, IL",IL,CLT,"Charlotte, NC",NC,,-23
5024,1,920,17,3,344,"2,583",11,21171,2017-11-27,32467,32457,1345,VX,FLL,"Fort Lauderdale, FL",FL,SFO,"San Francisco, CA",CA,,-50
5025,3,1500,13,11,125,562,3,20366,2017-11-01,30599,31453,3990,EV,BHM,"Birmingham, AL",AL,IAH,"Houston, TX",TX,,-8
5026,6,1020,8,8,72,342,2,19393,2017-11-18,31123,33316,4570,WN,STL,"St. Louis, MO",MO,OMA,"Omaha, NE",NE,,-9
5027,7,740,10,4,67,258,2,19393,2017-11-19,33570,32211,5542,WN,SAN,"San Diego, CA",CA,LAS,"Las Vegas, NV",NV,,-3
5028,7,1430,18,5,146,952,4,20304,2017-11-26,30466,31603,2974,OO,PHX,"Phoenix, AZ",AZ,EUG,"Eugene, OR",OR,,-25
5029,1,1900,12,3,196,"1,546",7,19393,2017-11-20,30325,31454,1206,WN,DEN,"Denver, CO",CO,MCO,"Orlando, FL",FL,,21
5030,6,1839,16,5,84,432,2,19805,2017-11-25,30194,33244,2485,AA,DFW,"Dallas/Fort Worth, TX",TX,MEM,"Memphis, TN",TN,,-6
5031,4,905,7,4,79,444,2,19393,2017-11-09,33495,30423,541,WN,MSY,"New Orleans, LA",LA,AUS,"Austin, TX",TX,,-15
5032,7,900,13,9,162,"1,005",5,19805,2017-11-12,31454,30977,153,AA,MCO,"Orlando, FL",FL,ORD,"Chicago, IL",IL,,-22
5033,5,2032,15,5,97,484,2,19790,2017-11-10,30397,31123,1619,DL,ATL,"Atlanta, GA",GA,STL,"St. Louis, MO",MO,,-12
5034,7,2140,31,12,415,"2,704",11,20409,2017-11-26,30721,32457,333,B6,BOS,"Boston, MA",MA,SFO,"San Francisco, CA",CA,,50
5035,4,1659,11,5,107,669,3,19790,2017-11-30,33342,30397,2035,DL,MKE,"Milwaukee, WI",WI,ATL,"Atlanta, GA",GA,,-20
5036,6,1420,11,8,328,"2,701",11,19930,2017-11-11,32982,30559,966,AS,LIH,"Lihue, HI",HI,SEA,"Seattle, WA",WA,,34
5037,5,1425,8,7,147,"1,050",5,19393,2017-11-24,31453,34492,6831,WN,HOU,"Houston, TX",TX,RDU,"Raleigh/Durham, NC",NC,,-7
5038,7,835,16,11,97,456,2,20304,2017-12-31,30693,31295,3521,OO,BNA,"Nashville, TN",TN,DTW,"Detroit, MI",MI,,-17
5039,3,1420,13,6,251,"1,947",8,19393,2017-12-13,32575,30397,1153,WN,LAX,"Los Angeles, CA",CA,ATL,"Atlanta, GA",GA,,1
5040,6,1054,11,5,54,190,1,19805,2017-12-30,30194,30423,1561,AA,DFW,"Dallas/Fort Worth, TX",TX,AUS,"Austin, TX",TX,,63
5041,5,1450,15,79,207,857,4,19805,2017-12-15,34027,30852,1849,AA,PBI,"West Palm Beach/Palm Beach, FL",FL,DCA,"Washington, DC",VA,,66
5042,6,732,34,4,407,"2,465",10,20409,2017-12-23,31703,32575,213,B6,JFK,"New York, NY",NY,LGB,"Long Beach, CA",CA,,24
5043,4,1245,14,7,120,541,3,20304,2017-12-28,34653,30325,5821,OO,TUL,"Tulsa, OK",OK,DEN,"Denver, CO",CO,,2
5044,4,2110,18,6,92,414,2,19977,2017-12-14,32457,32211,1715,UA,SFO,"San Francisco, CA",CA,LAS,"Las Vegas, NV",NV,,-10
5045,6,2004,11,3,98,680,3,19977,2017-12-02,30325,31650,669,UA,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,-21
5046,5,2025,9,3,109,721,3,19393,2017-12-29,30423,31123,2894,WN,AUS,"Austin, TX",TX,STL,"St. Louis, MO",MO,,9
5047,1,1218,13,6,133,"1,055",5,20416,2017-12-25,32211,30194,470,NK,LAS,"Las Vegas, NV",NV,DFW,"Dallas/Fort Worth, TX",TX,,37
5048,4,1639,17,6,132,632,3,19790,2017-12-07,30721,31295,1317,DL,BOS,"Boston, MA",MA,DTW,"Detroit, MI",MI,,-25
5050,3,635,13,6,56,214,1,19790,2017-12-13,30693,30397,1324,DL,BNA,"Nashville, TN",TN,ATL,"Atlanta, GA",GA,,-29
5051,6,1523,12,8,67,236,1,20416,2017-12-02,32575,32211,720,NK,LAX,"Los Angeles, CA",CA,LAS,"Las Vegas, NV",NV,,-11
5052,6,700,21,29,131,591,3,19393,2017-12-30,30977,30397,4508,WN,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,,22
5053,7,2040,13,44,176,954,4,19930,2017-12-17,30559,32575,464,AS,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,,11
5054,5,1757,21,3,153,965,4,20409,2017-12-08,30559,32575,407,B6,SEA,"Seattle, WA",WA,LGB,"Long Beach, CA",CA,,-2
5055,7,1150,14,3,245,"1,565",7,19393,2017-12-17,34819,30852,4754,WN,SJU,"San Juan, PR",PR,BWI,"Baltimore, MD",MD,,-6
5056,6,2005,13,6,194,"1,192",5,19805,2017-12-30,30852,30194,897,AA,DCA,"Washington, DC",VA,DFW,"Dallas/Fort Worth, TX",TX,,-29
5058,7,1454,24,8,226,"1,635",7,19977,2017-12-10,32457,31453,1280,UA,SFO,"San Francisco, CA",CA,IAH,"Houston, TX",TX,,7
5059,1,1415,15,4,232,"1,735",7,19393,2017-12-11,32457,31123,1654,WN,SFO,"San Francisco, CA",CA,STL,"St. Louis, MO",MO,,2
5060,4,705,6,2,143,"1,073",5,19393,2017-12-14,31454,30257,137,WN,MCO,"Orlando, FL",FL,ALB,"Albany, NY",NY,,-24
5061,7,600,11,5,105,651,3,19393,2017-12-10,30325,30194,4365,WN,DEN,"Denver, CO",CO,DAL,"Dallas, TX",TX,,-15
5062,6,1310,10,5,103,645,3,19393,2017-12-16,32337,31703,2372,WN,IND,"Indianapolis, IN",IN,EWR,"Newark, NJ",NJ,,-14
5063,4,1720,12,5,126,829,4,19393,2017-12-14,32337,31454,1663,WN,IND,"Indianapolis, IN",IN,MCO,"Orlando, FL",FL,,-11
5064,1,1310,12,6,178,"1,182",5,19805,2017-12-18,32467,30977,2265,AA,FLL,"Fort Lauderdale, FL",FL,ORD,"Chicago, IL",IL,,-34
5065,2,1150,16,6,159,966,4,19977,2017-12-05,32467,31453,514,UA,FLL,"Fort Lauderdale, FL",FL,IAH,"Houston, TX",TX,,-15
5066,7,1155,38,7,76,137,1,20304,2017-12-24,30977,31986,3100,OO,ORD,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,,335
5067,5,1024,13,17,73,214,1,19790,2017-12-08,34685,30397,1828,DL,SAV,"Savannah, GA",GA,ATL,"Atlanta, GA",GA,,36
